date,1. open,2. high,3. low,4. close,5. volume
2019-12-26,157.5511,158.73,157.4,158.67,14526927.0
2019-12-24,157.48,157.71,157.115,157.38,8989150.0
2019-12-23,158.12,158.12,157.27,157.41,17726283.0
2019-12-20,157.35,158.49,156.29,157.41,53599613.0
2019-12-19,154.0,155.77,153.75,155.71,25813825.0
2019-12-18,154.3,155.48,154.18,154.37,24132379.0
2019-12-17,155.45,155.71,154.45,154.69,25443527.0
2019-12-16,155.11,155.9,154.82,155.53,24152770.0
2019-12-13,153.1106,154.89,152.83,154.53,23850062.0
2019-12-12,151.65,153.44,151.02,153.24,24645366.0
2019-12-11,151.54,151.87,150.33,151.7,18860001.0
2019-12-10,151.29,151.89,150.765,151.13,16481060.0
2019-12-09,151.07,152.21,150.91,151.36,16741350.0
2019-12-06,150.99,151.87,150.27,151.75,16410400.0
2019-12-05,150.05,150.32,149.48,149.93,17880601.0
2019-12-04,150.14,150.1799,149.2,149.85,17580617.0
2019-12-03,147.49,149.43,146.65,149.31,25192145.0
2019-12-02,151.81,151.83,148.32,149.55,27473616.0
2019-11-29,152.1,152.3,151.28,151.38,11977300.0
2019-11-27,152.33,152.5,151.52,152.32,15201293.0
2019-11-26,151.36,152.42,151.32,152.03,24635100.0
2019-11-25,150.0,151.35,149.92,151.23,22428585.0
2019-11-22,150.07,150.3,148.82,149.59,15841680.0
2019-11-21,149.4,149.8,148.501,149.48,18576083.0
2019-11-20,150.31,150.84,148.46,149.62,25720060.0
2019-11-19,150.88,151.33,150.195,150.39,23960164.0
2019-11-18,150.07,150.55,148.98,150.34,21554762.0
2019-11-15,148.93,149.99,148.27,149.97,23508807.0
2019-11-14,147.02,148.41,147.0,148.06,19755100.0
2019-11-13,146.74,147.4625,146.28,147.31,17444230.0
2019-11-12,146.28,147.57,146.06,147.07,18648712.0
2019-11-11,145.34,146.42,144.73,146.11,14370178.0
2019-11-08,143.98,145.99,143.76,145.96,16752939.0
2019-11-07,143.84,144.88,143.77,144.26,17786715.0
2019-11-06,144.37,144.52,143.2,144.06,16575798.0
2019-11-05,144.97,145.02,143.905,144.46,18250172.0
2019-11-04,144.83,145.0,144.16,144.55,16911999.0
2019-11-01,144.26,144.42,142.965,143.72,33128366.0
2019-10-31,144.9,144.93,142.99,143.37,24605135.0
2019-10-30,143.52,145.0,142.79,144.61,18496591.0
2019-10-29,144.08,144.5,142.65,142.83,20589469.0
2019-10-28,144.4,145.67,143.51,144.19,34912902.0
2019-10-25,139.34,141.14,139.2,140.73,25959724.0
2019-10-24,139.39,140.42,138.67,139.94,37278399.0
2019-10-23,136.88,137.45,135.61,137.24,31380309.0
2019-10-22,138.97,140.01,136.26,136.37,27935270.0
2019-10-21,138.45,138.5,137.01,138.43,20078066.0
2019-10-18,139.76,140.0,136.56,137.41,30650850.0
2019-10-17,140.95,141.42,139.02,139.69,22102797.0
2019-10-16,140.79,140.99,139.53,140.41,20841687.0
2019-10-15,140.06,141.79,139.81,141.575,19917762.0
2019-10-14,139.69,140.29,139.52,139.55,13591639.0
2019-10-11,140.12,141.03,139.5,139.68,25551065.0
2019-10-10,138.49,139.6699,138.25,139.1,18396605.0
2019-10-09,137.46,138.7,136.97,138.24,20178482.0
2019-10-08,137.08,137.76,135.62,135.67,26783336.0
2019-10-07,137.14,138.18,137.02,137.12,16601284.0
2019-10-04,136.75,138.25,136.42,138.12,23839548.0
2019-10-03,134.95,136.75,133.22,136.28,26379798.0
2019-10-02,136.25,136.37,133.5799,134.65,32001763.0
2019-10-01,139.66,140.25,137.0,137.07,22581929.0
2019-09-30,138.05,139.215,137.78,139.03,18430390.0
2019-09-27,140.15,140.36,136.645,137.73,22498958.0
2019-09-26,139.44,140.18,138.44,139.54,17813512.0
2019-09-25,137.5,139.958,136.03,139.36,22544054.0
2019-09-24,140.36,140.69,136.88,137.38,30016670.0
2019-09-23,139.23,139.63,138.44,139.14,17408374.0
2019-09-20,141.01,141.65,138.25,139.44,40040766.0
2019-09-19,140.3,142.37,140.0736,141.07,36095413.0
2019-09-18,137.36,138.67,136.5299,138.52,24473386.0
2019-09-17,136.96,137.52,136.425,137.39,17976285.0
2019-09-16,135.83,136.7,135.66,136.33,16731440.0
2019-09-13,137.78,138.06,136.57,137.32,23363057.0
2019-09-12,137.85,138.42,136.87,137.52,27009981.0
2019-09-11,135.91,136.27,135.09,136.12,24726117.0
2019-09-10,136.8,136.8862,134.51,136.08,28903378.0
2019-09-09,139.59,139.75,136.46,137.52,25773932.0
2019-09-06,140.03,140.18,138.2,139.1,20824504.0
2019-09-05,139.11,140.3837,138.76,140.05,26119520.0
2019-09-04,137.3,137.69,136.48,137.63,18015310.0
2019-09-03,136.61,137.2,135.7,136.04,18880773.0
2019-08-30,139.15,139.18,136.27,137.86,23946123.0
2019-08-29,137.25,138.44,136.91,138.12,20179716.0
2019-08-28,134.88,135.76,133.55,135.56,17343042.0
2019-08-27,136.39,136.72,134.66,135.74,23115635.0
2019-08-26,134.99,135.56,133.9,135.45,20325271.0
2019-08-23,137.1897,138.35,132.8,133.39,38515386.0
2019-08-22,138.66,139.2,136.29,137.78,18709662.0
2019-08-21,138.55,139.4935,138.0,138.79,14982314.0
2019-08-20,138.21,138.71,137.24,137.26,21188998.0
2019-08-19,137.855,138.55,136.885,138.41,24370543.0
2019-08-16,134.88,136.46,134.72,136.13,25026151.0
2019-08-15,134.39,134.58,132.25,133.68,28125416.0
2019-08-14,136.36,136.92,133.67,133.98,32527251.0
2019-08-13,136.05,138.8,135.0,138.6,25496593.0
2019-08-12,137.07,137.86,135.24,135.79,20484348.0
2019-08-09,138.61,139.38,136.46,137.71,23466701.0
2019-08-08,136.6,138.99,135.93,138.89,27496508.0
2019-08-07,133.79,135.65,131.8284,135.28,33414539.0
2019-08-06,133.8,135.68,133.21,134.69,32696651.0
2019-08-05,133.3,133.9298,130.78,132.21,42749551.0
2019-08-02,138.09,138.32,135.26,136.9,30791624.0
2019-08-01,137.0,140.9383,136.93,138.06,40557502.0
2019-07-31,140.33,140.49,135.08,136.27,38598786.0
2019-07-30,140.14,141.2199,139.8005,140.35,16846528.0
2019-07-29,141.5,141.51,139.3663,141.03,16605870.0
2019-07-26,140.37,141.675,140.3,141.34,19037600.0
2019-07-25,140.43,140.61,139.3215,140.19,18356859.0
2019-07-24,138.9,140.74,138.85,140.72,20738275.0
2019-07-23,139.76,139.99,138.03,139.29,18034589.0
2019-07-22,137.41,139.19,137.33,138.43,25080760.0
2019-07-19,140.22,140.67,136.45,136.62,48992364.0
2019-07-18,135.55,136.62,134.67,136.42,30808707.0
2019-07-17,137.7,137.93,136.22,136.27,20210956.0
2019-07-16,138.96,139.05,136.52,137.08,22726128.0
2019-07-15,139.44,139.54,138.46,138.9,16651457.0
2019-07-12,138.85,139.13,138.0099,138.9,18936832.0
2019-07-11,138.2,139.22,137.87,138.4,22327942.0
2019-07-10,137.13,138.58,137.02,137.85,24204362.0
2019-07-09,136.0,136.97,135.8,136.46,19953097.0
2019-07-08,136.4,137.1,135.3701,136.96,16779748.0
2019-07-05,135.94,137.33,135.72,137.06,18141140.0
2019-07-03,136.8,137.74,136.295,137.46,13629296.0
2019-07-02,136.12,136.59,135.34,136.58,15237843.0
2019-07-01,136.63,136.7,134.97,135.68,22654160.0
2019-06-28,134.57,134.6,133.1558,133.96,30042969.0
2019-06-27,134.14,134.71,133.51,134.15,16557482.0
2019-06-26,134.35,135.74,133.6,133.93,23657745.0
2019-06-25,137.25,137.59,132.73,133.43,33327420.0
2019-06-24,137.0,138.4,137.0,137.78,20628841.0
2019-06-21,136.58,137.73,136.46,136.97,36727892.0
2019-06-20,137.45,137.66,135.72,136.95,33042592.0
2019-06-19,135.0,135.93,133.81,135.69,23744441.0
2019-06-18,134.19,135.24,133.57,135.16,25934458.0
2019-06-17,132.63,133.73,132.53,132.85,14517785.0
2019-06-14,132.26,133.79,131.64,132.45,17821703.0
2019-06-13,131.98,132.67,131.56,132.32,17200848.0
2019-06-12,131.4,131.97,130.71,131.49,17092464.0
2019-06-11,133.88,134.24,131.2757,132.1,23913731.0
2019-06-10,132.4,134.08,132.0,132.6,26477098.0
2019-06-07,129.19,132.25,128.26,131.4,33885588.0
2019-06-06,126.44,127.97,125.6,127.82,21458961.0
2019-06-05,124.95,125.87,124.21,125.83,24926140.0
2019-06-04,121.28,123.28,120.6522,123.16,29382642.0
2019-06-03,123.85,124.37,119.01,119.84,37983637.0
2019-05-31,124.23,124.615,123.32,123.68,26646769.0
2019-05-30,125.26,125.76,124.78,125.73,16829613.0
2019-05-29,125.38,125.39,124.04,124.94,22763140.0
2019-05-28,126.98,128.0,126.05,126.16,23128359.0
2019-05-24,126.91,127.415,125.97,126.24,14123358.0
2019-05-23,126.2,126.29,124.74,126.18,23603810.0
2019-05-22,126.62,128.24,126.52,127.67,15396485.0
2019-05-21,127.43,127.5273,126.58,126.9,15293260.0
2019-05-20,126.52,127.5894,125.7607,126.22,23706934.0
2019-05-17,128.305,130.46,127.92,128.07,25770539.0
2019-05-16,126.75,129.38,126.46,128.93,30112216.0
2019-05-15,124.26,126.71,123.7,126.02,24722708.0
2019-05-14,123.87,125.88,123.7,124.73,25266315.0
2019-05-13,124.11,125.55,123.04,123.35,33944923.0
2019-05-10,124.91,127.93,123.82,127.13,30915084.0
2019-05-09,124.29,125.79,123.57,125.5,27235835.0
2019-05-08,125.44,126.37,124.75,125.51,28418996.0
2019-05-07,126.46,127.18,124.22,125.52,36017661.0
2019-05-06,126.39,128.56,126.11,128.15,24239464.0
2019-05-03,127.36,129.43,127.25,128.9,24911126.0
2019-05-02,127.98,128.0,125.52,126.21,27350161.0
2019-05-01,130.53,130.65,127.7,127.88,26821692.0
2019-04-30,129.81,130.7,129.3947,130.6,24166503.0
2019-04-29,129.9,130.18,129.35,129.77,16324183.0
2019-04-26,129.7,130.5152,129.02,129.89,23654933.0
2019-04-25,130.06,131.37,128.83,129.15,38033892.0
2019-04-24,125.79,125.85,124.52,125.01,31256980.0
2019-04-23,124.1,125.58,123.83,125.44,24025521.0
2019-04-22,122.62,124.0,122.57,123.76,15648724.0
2019-04-18,122.19,123.52,121.3018,123.37,27990998.0
2019-04-17,121.24,121.85,120.54,121.77,19300938.0
2019-04-16,121.64,121.65,120.1,120.77,14071787.0
2019-04-15,120.94,121.58,120.57,121.05,15792572.0
2019-04-12,120.64,120.98,120.37,120.95,19745143.0
2019-04-11,120.54,120.85,119.92,120.33,14209121.0
2019-04-10,119.76,120.35,119.54,120.19,16477169.0
2019-04-09,118.63,119.54,118.58,119.28,17611981.0
2019-04-08,119.81,120.02,118.64,119.93,15116186.0
2019-04-05,119.39,120.23,119.37,119.89,15826245.0
2019-04-04,120.1,120.23,118.38,119.36,20112848.0
2019-04-03,119.86,120.43,119.15,119.97,22860744.0
2019-04-02,119.06,119.48,118.52,119.19,18142297.0
2019-04-01,118.95,119.1085,118.1,119.02,22789103.0
2019-03-29,118.07,118.32,116.96,117.94,25399752.0
2019-03-28,117.44,117.58,116.13,116.93,18334755.0
2019-03-27,117.875,118.21,115.5215,116.77,22733427.0
2019-03-26,118.62,118.705,116.85,117.91,26097665.0
2019-03-25,116.56,118.01,116.3224,117.66,27067117.0
2019-03-22,119.5,119.59,117.04,117.05,33624528.0
2019-03-21,117.135,120.82,117.09,120.22,29854446.0
2019-03-20,117.39,118.75,116.71,117.52,28113343.0
2019-03-19,118.09,118.44,116.99,117.65,37588697.0
2019-03-18,116.17,117.61,116.05,117.57,31207596.0
2019-03-15,115.34,117.25,114.59,115.91,54630661.0
2019-03-14,114.54,115.2,114.33,114.59,30763367.0
2019-03-13,114.13,115.0,113.78,114.5,35513771.0
2019-03-12,112.82,113.99,112.6499,113.62,26132717.0
2019-03-11,110.99,112.95,110.98,112.83,26491618.0
2019-03-08,109.16,110.71,108.8,110.51,22818430.0
2019-03-07,111.4,111.55,109.865,110.39,25338954.0
2019-03-06,111.87,112.66,111.43,111.75,17686996.0
2019-03-05,112.25,112.39,111.23,111.7,19538318.0
2019-03-04,113.02,113.25,110.8,112.26,26608014.0
2019-03-01,112.89,113.02,111.665,112.53,23501169.0
2019-02-28,112.04,112.88,111.73,112.03,29083934.0
2019-02-27,111.69,112.36,110.88,112.17,21487062.0
2019-02-26,111.26,113.24,111.17,112.36,21536733.0
2019-02-25,111.76,112.18,111.26,111.59,23750599.0
2019-02-22,110.05,111.2,109.82,110.97,27763218.0
2019-02-21,106.9,109.48,106.87,109.41,29063231.0
2019-02-20,107.86,107.94,106.29,107.15,21607671.0
2019-02-19,107.79,108.66,107.78,108.17,18038460.0
2019-02-15,107.91,108.3,107.3624,108.22,26606886.0
2019-02-14,106.31,107.29,105.66,106.9,21784703.0
2019-02-13,107.5,107.78,106.71,106.81,18394869.0
2019-02-12,106.14,107.14,105.48,106.89,25056595.0
2019-02-11,106.2,106.58,104.965,105.25,18914123.0
2019-02-08,104.39,105.78,104.2603,105.67,21461093.0
2019-02-07,105.185,105.59,104.29,105.27,29760697.0
2019-02-06,107.0,107.0,105.53,106.03,20609759.0
2019-02-05,106.06,107.27,105.96,107.22,27325365.0
2019-02-04,102.87,105.8,102.77,105.74,31315282.0
2019-02-01,103.775,104.0999,102.35,102.78,35535690.0
2019-01-31,103.8,105.22,103.18,104.43,55636391.0
2019-01-30,104.62,106.38,104.33,106.38,49471866.0
2019-01-29,104.88,104.97,102.17,102.94,31490547.0
2019-01-28,106.26,106.48,104.66,105.08,29476719.0
2019-01-25,107.24,107.88,106.59,107.17,31218193.0
2019-01-24,106.86,107.0,105.34,106.2,23164838.0
2019-01-23,106.12,107.04,105.34,106.71,25874294.0
2019-01-22,106.75,107.1,104.86,105.68,32371253.0
2019-01-18,107.46,107.9,105.91,107.71,37427587.0
2019-01-17,105.0,106.625,104.76,106.12,28393015.0
2019-01-16,105.26,106.255,104.96,105.38,29853865.0
2019-01-15,102.51,105.05,101.88,105.01,31587616.0
2019-01-14,101.9,102.8716,101.26,102.05,28437079.0
2019-01-11,103.19,103.44,101.64,102.8,28314202.0
2019-01-10,103.22,103.75,102.38,103.6,30067556.0
2019-01-09,103.86,104.88,103.2445,104.27,32280840.0
2019-01-08,103.04,103.97,101.7134,102.8,31514415.0
2019-01-07,101.64,103.2681,100.98,102.06,35656136.0
2019-01-04,99.72,102.51,98.93,101.93,44060620.0
2019-01-03,100.1,100.185,97.2,97.4,42578410.0
2019-01-02,99.55,101.75,98.94,101.12,35329345.0
2018-12-31,101.29,102.4,100.44,101.57,33173765.0
2018-12-28,102.09,102.41,99.52,100.39,38169312.0
2018-12-27,99.3,101.19,96.4,101.18,49498509.0
2018-12-26,95.14,100.69,93.96,100.56,51634793.0
2018-12-24,97.68,97.97,93.98,94.13,43935192.0
2018-12-21,101.63,103.0,97.46,98.23,111242070.0
2018-12-20,103.05,104.31,98.78,101.51,70334184.0
2018-12-19,103.65,106.88,101.35,103.69,68198186.0
2018-12-18,103.75,104.51,102.52,103.97,49319196.0
2018-12-17,105.41,105.8,101.71,102.89,56957314.0
2018-12-14,108.25,109.26,105.5,106.03,47043136.0
2018-12-13,109.58,110.87,108.63,109.45,31333362.0
2018-12-12,110.89,111.27,109.04,109.08,36183020.0
2018-12-11,109.8,110.95,107.44,108.59,42381947.0
2018-12-10,104.8,107.98,103.89,107.59,40801525.0
2018-12-07,108.38,109.45,104.3,104.82,45044937.0
2018-12-06,105.82,109.24,105.0,109.19,49107431.0
2018-12-04,111.94,112.6373,108.2115,108.52,45196984.0
2018-12-03,113.0,113.42,110.73,112.09,34732772.0
2018-11-30,110.7,110.97,109.36,110.89,33665624.0
2018-11-29,110.33,111.115,109.03,110.19,28123195.0
2018-11-28,107.89,111.33,107.86,111.12,46788461.0
2018-11-27,106.27,107.33,105.36,107.14,29124486.0
2018-11-26,104.79,106.63,104.58,106.47,32336165.0
2018-11-23,102.17,103.8099,102.0,103.07,13823099.0
2018-11-21,103.6,104.43,102.24,103.11,28130621.0
2018-11-20,101.8,102.97,99.3528,101.71,64052457.0
2018-11-19,108.27,108.56,103.55,104.62,44773899.0
2018-11-16,107.08,108.88,106.8,108.29,33502121.0
2018-11-15,104.99,107.8,103.91,107.28,38505165.0
2018-11-14,108.1,108.26,104.47,104.97,39495141.0
2018-11-13,107.55,108.74,106.64,106.94,35374583.0
2018-11-12,109.42,109.96,106.1,106.87,33621807.0
2018-11-09,110.85,111.45,108.76,109.57,32039223.0
2018-11-08,111.8,112.21,110.91,111.75,25644105.0
2018-11-07,109.44,112.24,109.4,111.96,37901704.0
2018-11-06,107.38,108.84,106.28,107.72,24340248.0
2018-11-05,106.37,107.74,105.9,107.51,27922144.0
2018-11-02,106.48,107.32,104.975,106.16,37680194.0
2018-11-01,107.05,107.32,105.53,105.92,33384201.0
2018-10-31,105.435,108.14,105.39,106.81,51062383.0
2018-10-30,103.66,104.38,100.11,103.73,65350878.0
2018-10-29,108.105,108.7,101.63,103.85,55162001.0
2018-10-26,105.69,108.75,104.76,106.96,55523104.0
2018-10-25,106.55,109.27,106.15,108.3,61646819.0
2018-10-24,108.41,108.49,101.5901,102.32,63897759.0
2018-10-23,107.77,108.97,105.11,108.1,43770429.0
2018-10-22,109.32,110.54,108.24,109.63,26545607.0
2018-10-19,108.93,110.86,108.21,108.66,32785475.0
2018-10-18,110.1,110.53,107.83,108.5,32506192.0
2018-10-17,111.68,111.81,109.5482,110.71,26548243.0
2018-10-16,109.54,111.41,108.95,111.0,31610164.0
2018-10-15,108.91,109.48,106.9468,107.6,32068103.0
2018-10-12,109.01,111.24,107.12,109.57,47742109.0
2018-10-11,105.35,108.93,104.2,105.91,63904282.0
2018-10-10,111.24,111.5,105.79,106.16,61376300.0
2018-10-09,111.14,113.08,110.8,112.26,26198594.0
2018-10-08,111.66,112.03,109.34,110.85,29640588.0
2018-10-05,112.63,113.17,110.64,112.13,29068859.0
2018-10-04,114.61,114.7588,111.63,112.79,34821717.0
2018-10-03,115.42,116.18,114.93,115.17,16648018.0
2018-10-02,115.3,115.84,114.44,115.15,20787239.0
2018-10-01,114.75,115.68,114.73,115.61,18883079.0
2018-09-28,114.19,114.57,113.68,114.37,21647811.0
2018-09-27,114.78,114.91,114.2,114.41,19091299.0
2018-09-26,114.47,115.055,113.74,113.98,19352025.0
2018-09-25,114.8,115.1,113.75,114.45,22668014.0
2018-09-24,113.03,114.9,112.2175,114.67,27334460.0
2018-09-21,114.0,115.29,113.51,114.26,71229698.0
2018-09-20,112.28,113.8,111.93,113.57,23714512.0
2018-09-19,113.05,113.32,111.035,111.7,21728429.0
2018-09-18,112.19,113.695,111.72,113.21,22170934.0
2018-09-17,113.69,113.7,111.86,112.14,20736516.0
2018-09-14,113.36,113.73,112.44,113.37,19122349.0
2018-09-13,112.12,113.725,112.12,112.91,26055620.0
2018-09-12,111.43,111.85,110.51,111.71,18891064.0
2018-09-11,108.9,111.59,108.89,111.24,24301774.0
2018-09-10,108.84,109.64,108.36,109.38,20727906.0
2018-09-07,108.23,108.7248,107.23,108.21,22498646.0
2018-09-06,108.25,108.99,107.51,108.74,23477624.0
2018-09-05,111.01,111.42,108.1,108.49,32872352.0
2018-09-04,110.85,111.955,110.22,111.71,22634641.0
2018-08-31,111.685,112.777,111.515,112.33,23222713.0
2018-08-30,111.67,112.61,111.44,111.95,22798702.0
2018-08-29,110.45,112.03,110.27,112.02,20818044.0
2018-08-28,109.94,110.5,109.79,110.26,19151528.0
2018-08-27,109.27,109.64,108.51,109.6,19662331.0
2018-08-24,107.67,108.56,107.56,108.4,17234020.0
2018-08-23,107.15,108.18,106.87,107.56,18167723.0
2018-08-22,105.85,107.34,105.78,107.06,18000639.0
2018-08-21,106.92,107.35,105.85,105.98,22881861.0
2018-08-20,107.51,107.9,106.48,106.87,17914201.0
2018-08-17,107.36,107.9,106.69,107.58,18061512.0
2018-08-16,108.3,108.86,107.3,107.64,21384289.0
2018-08-15,108.49,108.985,106.82,107.66,29982806.0
2018-08-14,108.56,109.75,108.04,109.56,16788314.0
2018-08-13,109.24,109.58,108.1,108.21,18474884.0
2018-08-10,109.42,109.69,108.38,109.0,18183724.0
2018-08-09,109.71,110.16,109.6,109.67,13677211.0
2018-08-08,109.33,109.75,108.7599,109.49,15487502.0
2018-08-07,108.56,109.1,108.17,108.88,16080214.0
2018-08-06,108.12,108.42,107.559,108.13,20265947.0
2018-08-03,107.8,108.05,106.82,108.04,18659599.0
2018-08-02,105.4,108.09,104.84,107.57,26104258.0
2018-08-01,106.03,106.446,105.42,106.28,23628699.0
